UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_diff,Power,Power_norm,Tool_wear_norm,Type_encoded
5316,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,9.199999999999989,46512.0,0.4652111813915527,0.05533596837944664,0
5317,303.6,312.8,1689,33.1,16,0,0,0,0,0,0,9.199999999999989,55905.9,0.5591685970450208,0.06324110671936758,1
5318,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,9.099999999999966,53857.299999999996,0.5386785810018763,0.07509881422924901,0
5319,303.5,312.6,1496,39.0,21,0,0,0,0,0,0,9.100000000000023,58344.0,0.5835543766578248,0.08300395256916997,0
5320,303.5,312.7,1402,47.0,23,0,0,0,0,0,0,9.199999999999989,65894.0,0.6590691775588015,0.09090909090909091,1
5321,303.4,312.7,1363,45.5,26,0,0,0,0,0,0,9.300000000000011,62016.5,0.620286576168929,0.10276679841897234,0
5322,303.4,312.7,1576,49.9,28,0,0,0,0,0,0,9.300000000000011,78642.4,0.7865781693211868,0.11067193675889328,1
5323,303.4,312.7,1357,55.3,31,0,0,0,0,0,0,9.300000000000011,75042.09999999999,0.7505681113498244,0.1225296442687747,1
5324,303.4,312.7,1399,48.4,34,0,0,0,0,0,0,9.300000000000011,67711.59999999999,0.6772487407531875,0.13438735177865613,1
5325,303.4,312.8,1526,30.8,37,0,0,0,0,0,0,9.400000000000034,47000.8,0.47010013962736696,0.14624505928853754,1
5326,303.5,312.7,1694,27.3,40,0,0,0,0,0,0,9.199999999999989,46246.200000000004,0.462552660321423,0.15810276679841898,0
5327,303.5,312.7,1420,49.1,42,0,0,0,0,0,0,9.199999999999989,69722.0,0.6973566819096543,0.16600790513833993,1
5328,303.5,312.7,2116,16.7,45,0,0,0,0,0,0,9.199999999999989,35337.2,0.35344127448979995,0.17786561264822134,1
5329,303.7,312.9,1406,41.9,48,0,0,0,0,0,0,9.199999999999989,58911.4,0.5892294889798401,0.18972332015810275,1
5330,303.7,313.0,1456,45.5,51,0,0,0,0,0,0,9.300000000000011,66248.0,0.6626098715348208,0.2015810276679842,0
5331,303.6,312.9,1588,31.9,53,0,0,0,0,0,0,9.299999999999955,50657.2,0.5066713075762849,0.20948616600790515,0
5332,303.7,312.8,1448,44.5,55,0,0,0,0,0,0,9.100000000000023,64436.0,0.6444863193185864,0.21739130434782608,0
5333,303.6,312.7,1403,46.2,57,0,0,0,0,0,0,9.099999999999966,64818.600000000006,0.6483130693615948,0.22529644268774704,2
5334,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,9.100000000000023,72498.0,0.7251221239362915,0.2450592885375494,1
5335,303.4,312.6,2706,9.8,65,1,0,0,1,0,0,9.200000000000045,26518.800000000003,0.2652399870374593,0.25691699604743085,1
5336,303.3,312.4,1505,38.9,68,0,0,0,0,0,0,9.099999999999966,58544.5,0.585559769714864,0.26877470355731226,1
5337,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,9.199999999999989,56043.100000000006,0.560540866009738,0.28063241106719367,0
5338,303.3,312.6,1482,44.4,73,0,0,0,0,0,0,9.300000000000011,65800.8,0.6581369948509908,0.2885375494071146,1
5339,303.3,312.5,1674,32.7,76,0,0,0,0,0,0,9.199999999999989,54739.8,0.547505311040964,0.30039525691699603,1
5340,303.4,312.7,1594,32.8,79,0,0,0,0,0,0,9.300000000000011,52283.2,0.5229344951610515,0.31225296442687744,1
5341,303.5,312.7,1393,49.3,82,0,0,0,0,0,0,9.199999999999989,68674.9,0.6868836291913214,0.3241106719367589,0
5342,303.5,312.8,1404,55.8,84,0,0,0,0,0,0,9.300000000000011,78343.2,0.7835855827742236,0.33201581027667987,2
5343,303.5,312.8,1375,45.7,89,0,0,0,0,0,0,9.300000000000011,62837.50000000001,0.6284981856443863,0.35177865612648224,1
5344,303.5,312.8,1607,38.4,92,0,0,0,0,0,0,9.300000000000011,61708.799999999996,0.6172089729586998,0.36363636363636365,0
5345,303.4,312.8,1360,50.8,94,0,0,0,0,0,0,9.400000000000034,69088.0,0.691015439026049,0.3715415019762846,0
5346,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,9.300000000000011,60045.6,0.6005737124476397,0.3794466403162055,0
5347,303.4,312.7,1534,35.5,98,0,0,0,0,0,0,9.300000000000011,54457.0,0.5446767566443023,0.38735177865612647,0
5348,303.3,312.7,1262,63.8,100,0,0,0,0,0,0,9.399999999999977,80515.59999999999,0.8053138415129364,0.3952569169960474,0
5349,303.3,312.6,1623,34.6,102,0,0,0,0,0,0,9.300000000000011,56155.8,0.5616680869450412,0.4031620553359684,0
5350,303.3,312.7,1642,33.6,104,0,0,0,0,0,0,9.399999999999977,55171.200000000004,0.5518201567507232,0.41106719367588934,1
5351,303.4,312.8,1622,35.1,107,0,0,0,0,0,0,9.400000000000034,56932.200000000004,0.5694336089873615,0.42292490118577075,1
5352,303.5,312.9,1530,34.5,110,0,0,0,0,0,0,9.399999999999977,52785.0,0.5279534788818608,0.43478260869565216,1
5353,303.4,312.8,1590,36.3,113,0,0,0,0,0,0,9.400000000000034,57716.99999999999,0.5772831474969092,0.44664031620553357,1
5354,303.4,312.7,1589,34.0,116,0,0,0,0,0,0,9.300000000000011,54026.0,0.5403659117186969,0.45849802371541504,0
5355,303.4,312.6,1462,37.5,118,0,0,0,0,0,0,9.200000000000045,54825.0,0.5483574780657008,0.466403162055336,0
5356,303.3,312.5,1328,49.8,120,0,0,0,0,0,0,9.199999999999989,66134.4,0.6614736488351716,0.4743083003952569,2
5357,303.3,312.6,1692,29.0,125,0,0,0,0,0,0,9.300000000000011,49068.0,0.49077619213365814,0.49407114624505927,2
5358,303.3,312.5,1968,20.6,130,0,0,0,0,0,0,9.199999999999989,40540.8,0.40548747554520687,0.5138339920948617,0
5359,303.3,312.6,1827,24.2,132,0,0,0,0,0,0,9.300000000000011,44213.4,0.4422206752523494,0.5217391304347826,2
5360,303.3,312.6,1397,47.1,137,0,0,0,0,0,0,9.300000000000011,65798.7,0.6581159907341838,0.541501976284585,1
5361,303.3,312.6,1463,44.0,140,0,0,0,0,0,0,9.300000000000011,64372.0,0.6438461938539953,0.5533596837944664,0
5362,303.3,312.7,1643,30.7,142,0,0,0,0,0,0,9.399999999999977,50440.1,0.5044998819768675,0.5612648221343873,0
5363,303.2,312.6,1281,57.0,144,0,0,0,0,0,0,9.400000000000034,73017.0,0.7303131413757096,0.5691699604743083,0
5364,303.2,312.5,1518,39.9,146,0,0,0,0,0,0,9.300000000000011,60568.2,0.605800736944441,0.5770750988142292,0
5365,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,9.400000000000034,56515.299999999996,0.5652637917031738,0.5849802371541502,0
5366,303.1,312.6,1548,36.4,150,0,0,0,0,0,0,9.5,56347.2,0.5635824621625838,0.5928853754940712,0
5367,303.1,312.6,1404,40.6,152,0,0,0,0,0,0,9.5,57002.4,0.5701357466063348,0.6007905138339921,2
5368,303.1,312.5,1766,26.7,157,0,0,0,0,0,0,9.399999999999977,47152.2,0.4716144364295401,0.6205533596837944,1
5369,303.1,312.5,1667,30.0,160,0,0,0,0,0,0,9.399999999999977,50010.0,0.5001980388156079,0.6324110671936759,1
5370,303.0,312.5,1507,37.9,163,0,0,0,0,0,0,9.5,57115.299999999996,0.571264967933715,0.6442687747035574,2
5371,303.0,312.4,1627,37.1,168,0,0,0,0,0,0,9.399999999999977,60361.700000000004,0.6037353321250966,0.6640316205533597,2
5372,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,9.400000000000034,68449.5,0.6846291873207148,0.6837944664031621,0
5373,302.9,312.3,1509,46.8,175,0,0,0,0,0,0,9.400000000000034,70621.2,0.7063504446871586,0.691699604743083,2
5374,302.9,312.3,1809,25.0,180,0,0,0,0,0,0,9.400000000000034,45225.0,0.45233865837704185,0.7114624505928854,1
5375,302.9,312.3,1515,40.8,183,0,0,0,0,0,0,9.400000000000034,61811.99999999999,0.6182411752703528,0.7233201581027668,0
5376,302.9,312.3,1530,34.9,185,0,0,0,0,0,0,9.400000000000034,53397.0,0.5340746786370129,0.7312252964426877,0
5377,302.8,312.3,1336,57.5,187,0,0,0,0,0,0,9.5,76820.0,0.7683505967169565,0.7391304347826086,2
5378,302.9,312.4,2030,19.1,192,0,0,0,0,0,0,9.5,38773.0,0.38780600997795567,0.758893280632411,0
5379,302.9,312.4,1550,36.9,194,0,0,0,0,0,0,9.5,57195.0,0.5720621241763385,0.766798418972332,0
5380,302.9,312.4,1446,41.7,196,0,0,0,0,0,0,9.5,60298.200000000004,0.6031002076406976,0.7747035573122529,0
5381,302.8,312.3,1494,37.5,198,0,0,0,0,0,0,9.5,56025.0,0.5603598305267832,0.782608695652174,0
5382,302.8,312.4,1651,27.0,200,0,0,0,0,0,0,9.599999999999966,44577.0,0.44585738804805736,0.7905138339920948,0
5383,302.9,312.4,1698,33.8,202,0,0,0,0,0,0,9.5,57392.399999999994,0.5740365111561865,0.7984189723320159,0
5384,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,9.5,60611.2,0.6062308212409632,0.8063241106719368,0
5385,302.9,312.4,1421,46.0,206,0,0,0,0,0,0,9.5,65366.0,0.6537881424759252,0.8142292490118577,1
5386,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,9.400000000000034,47182.6,0.4719184960252209,0.8260869565217391,2
5387,302.9,312.2,1469,42.0,214,0,0,0,0,0,0,9.300000000000011,61698.0,0.6171009517865501,0.8458498023715415,0
5388,302.8,312.2,1433,50.0,216,0,0,0,0,0,0,9.399999999999977,71650.0,0.7166404615304599,0.8537549407114624,0
5389,302.8,312.3,1432,49.0,218,0,0,0,0,0,0,9.5,70168.0,0.7018175562410232,0.8616600790513834,1
5390,302.8,312.3,1366,49.1,221,0,0,0,0,0,0,9.5,67070.6,0.6708374841468928,0.8735177865612648,0
5391,302.8,312.3,1483,47.2,223,0,0,0,0,0,0,9.5,69997.6,0.7001132221915496,0.8814229249011858,2
5392,302.7,312.2,1572,34.4,228,0,0,0,0,0,0,9.5,54076.799999999996,0.5408740113062159,0.9011857707509882,0
5393,302.8,312.2,1481,40.2,230,0,0,0,0,0,0,9.399999999999977,59536.200000000004,0.5954787138279103,0.9090909090909091,0
5394,302.8,312.3,1473,42.6,232,0,0,0,0,0,0,9.5,62749.8,0.6276210137186888,0.9169960474308301,0
5395,302.8,312.3,1262,70.5,234,1,0,0,1,1,0,9.5,88971.0,0.8898844173457997,0.924901185770751,1
5396,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,9.599999999999966,56267.2,0.5627823053318449,0.9367588932806324,0
5397,302.8,312.4,1523,39.7,239,0,0,0,0,0,0,9.599999999999966,60463.100000000006,0.6047495309080579,0.9446640316205533,0
5398,302.8,312.3,1416,42.7,241,0,0,0,0,0,0,9.5,60463.200000000004,0.6047505311040964,0.9525691699604744,1
5399,302.9,312.4,1923,23.9,244,0,0,0,0,0,0,9.5,45959.7,0.4596870986713395,0.9644268774703557,0
5400,302.8,312.4,1411,53.8,246,1,0,0,0,1,0,9.599999999999966,75911.8,0.759266816295994,0.9723320158102767,2
5401,302.7,312.4,1477,46.3,251,1,0,0,0,1,0,9.699999999999989,68385.09999999999,0.68398506107197,0.9920948616600791,0
5402,302.6,312.3,1454,54.8,253,1,1,0,0,1,0,9.699999999999989,79679.2,0.796948201847562,1.0,1
5403,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,9.600000000000023,68918.5,0.6893201067409211,0.0,0
5404,302.7,312.3,1858,25.4,2,0,0,0,0,0,0,9.600000000000023,47193.2,0.4720245168052938,0.007905138339920948,0
5405,302.8,312.5,1422,46.1,4,0,0,0,0,0,0,9.699999999999989,65554.2,0.6556705114202382,0.015810276679841896,2
5406,302.7,312.4,1444,48.7,9,0,0,0,0,0,0,9.699999999999989,70322.8,0.7033658597085028,0.03557312252964427,0
5407,302.7,312.4,1360,47.8,11,0,0,0,0,0,0,9.699999999999989,65007.99999999999,0.6502074406583689,0.043478260869565216,0
5408,302.7,312.4,1954,24.8,13,0,0,0,0,0,0,9.699999999999989,48459.200000000004,0.48468699865173576,0.05138339920948617,0
5409,302.6,312.4,1628,33.0,15,0,0,0,0,0,0,9.799999999999955,53724.0,0.5373453196826578,0.05928853754940711,0
5410,302.7,312.4,1433,44.2,17,0,0,0,0,0,0,9.699999999999989,63338.600000000006,0.6335101679929266,0.06719367588932806,0
5411,302.7,312.5,1417,51.5,19,0,0,0,0,0,0,9.800000000000011,72975.5,0.7298980600197638,0.07509881422924901,1
5412,302.8,312.6,1462,39.4,22,0,0,0,0,0,0,9.800000000000011,57602.799999999996,0.5761409236210296,0.08695652173913043,0
5413,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,9.700000000000045,79547.2,0.7956279430768429,0.09486166007905138,0
5414,302.7,312.5,1527,36.4,26,0,0,0,0,0,0,9.800000000000011,55582.799999999996,0.5559369636448743,0.10276679841897234,2
5415,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,9.699999999999989,52616.2,0.5262651479690018,0.1225296442687747,0
5416,302.6,312.4,1410,50.3,33,0,0,0,0,0,0,9.799999999999955,70923.0,0.7093690363311208,0.13043478260869565,1
5417,302.6,312.3,1660,30.3,36,0,0,0,0,0,0,9.699999999999989,50298.0,0.5030786034062675,0.1422924901185771,0
5418,302.6,312.4,1386,45.8,38,0,0,0,0,0,0,9.799999999999955,63478.799999999996,0.6349124428387963,0.15019762845849802,0
5419,302.6,312.4,1398,41.6,40,0,0,0,0,0,0,9.799999999999955,58156.8,0.581682009673896,0.15810276679841898,0
5420,302.6,312.3,1321,53.4,42,0,0,0,0,0,0,9.699999999999989,70541.4,0.7055522882484966,0.16600790513833993,0
5421,302.6,312.3,1512,34.2,44,0,0,0,0,0,0,9.699999999999989,51710.4,0.5172053722529616,0.17391304347826086,0
5422,302.6,312.3,1566,36.6,46,0,0,0,0,0,0,9.699999999999989,57315.600000000006,0.5732683605986774,0.18181818181818182,1
5423,302.7,312.4,1422,44.5,49,0,0,0,0,0,0,9.699999999999989,63279.0,0.6329140511540261,0.19367588932806323,1
5424,302.6,312.3,1647,31.8,52,0,0,0,0,0,0,9.699999999999989,52374.6,0.5238486743401706,0.20553359683794467,0
5425,302.6,312.2,1377,45.5,54,0,0,0,0,0,0,9.599999999999966,62653.5,0.6266578249336869,0.2134387351778656,0
5426,302.5,312.2,1775,27.9,56,0,0,0,0,0,0,9.699999999999989,49522.5,0.4953220831282931,0.22134387351778656,0
5427,302.6,312.3,1554,42.0,58,0,0,0,0,0,0,9.699999999999989,65268.0,0.6528079503582702,0.22924901185770752,0
5428,302.7,312.4,1423,51.9,60,0,0,0,0,0,0,9.699999999999989,73853.7,0.7386817816291992,0.23715415019762845,0
5429,302.7,312.4,1453,47.3,62,0,0,0,0,0,0,9.699999999999989,68726.9,0.6874037311313016,0.2450592885375494,0
5430,302.8,312.4,1590,34.4,64,0,0,0,0,0,0,9.599999999999966,54696.0,0.5470672251761345,0.25296442687747034,0
5431,302.8,312.5,1694,28.4,66,0,0,0,0,0,0,9.699999999999989,48109.6,0.48119031330140705,0.2608695652173913,0
5432,302.8,312.5,1462,43.4,68,0,0,0,0,0,0,9.699999999999989,63450.799999999996,0.6346323879480377,0.26877470355731226,0
5433,302.8,312.4,1392,46.2,70,0,0,0,0,0,0,9.599999999999966,64310.4,0.6432300730943264,0.2766798418972332,0
5434,302.9,312.5,1550,45.5,72,0,0,0,0,0,0,9.600000000000023,70525.0,0.7053882560981952,0.2845849802371542,0
5435,302.9,312.5,1629,30.4,74,0,0,0,0,0,0,9.600000000000023,49521.6,0.49531308136394725,0.2924901185770751,0
5436,303.0,312.5,1524,42.1,76,0,0,0,0,0,0,9.5,64160.4,0.6417297790366912,0.30039525691699603,1
5437,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,9.600000000000023,51881.1,0.5189127068905505,0.31225296442687744,1
5438,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,9.700000000000045,64681.6,0.6469428007889546,0.3241106719367589,1
5439,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,9.600000000000023,54024.3,0.5403489083860437,0.3359683794466403,0
5440,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,9.5,49593.0,0.4960272213353817,0.3438735177865613,0
5441,303.0,312.5,1698,30.0,89,0,0,0,0,0,0,9.5,50940.0,0.5094998619729466,0.35177865612648224,2
5442,303.0,312.6,1392,42.9,94,0,0,0,0,0,0,9.600000000000023,59716.799999999996,0.597285067873303,0.3715415019762846,1
5443,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,9.599999999999966,70085.4,0.7009913943132853,0.383399209486166,0
5444,303.0,312.7,1426,46.8,99,0,0,0,0,0,0,9.699999999999989,66736.8,0.667498829770635,0.391304347826087,1
5445,303.0,312.7,2024,19.9,102,0,0,0,0,0,0,9.699999999999989,40277.6,0.40285495957207607,0.4031620553359684,0
5446,303.0,312.8,1648,32.1,104,0,0,0,0,0,0,9.800000000000011,52900.8,0.5291117058943553,0.41106719367588934,1
5447,303.1,312.9,1511,40.1,107,0,0,0,0,0,0,9.799999999999955,60591.1,0.60602978183724,0.42292490118577075,0
5448,303.1,312.8,1465,44.1,109,0,0,0,0,0,0,9.699999999999989,64606.5,0.6461916535640985,0.4308300395256917,0
5449,303.0,312.7,1551,41.8,111,0,0,0,0,0,0,9.699999999999989,64831.799999999996,0.6484450952386667,0.43873517786561267,0
5450,303.1,312.8,2329,15.1,113,0,0,0,0,0,0,9.699999999999989,35167.9,0.35174794259674896,0.44664031620553357,0
5451,303.1,312.8,1435,41.9,115,0,0,0,0,0,0,9.699999999999989,60126.5,0.6013828710427244,0.45454545454545453,2
5452,303.0,312.7,1361,48.8,120,0,0,0,0,0,0,9.699999999999989,66416.8,0.6642982024476797,0.4743083003952569,0
5453,303.0,312.7,1553,35.8,122,0,0,0,0,0,0,9.699999999999989,55597.399999999994,0.5560829922664842,0.48221343873517786,1
5454,303.0,312.6,1451,42.1,125,0,0,0,0,0,0,9.600000000000023,61087.1,0.6109907541878208,0.49407114624505927,0
5455,303.0,312.5,1461,40.2,127,0,0,0,0,0,0,9.5,58732.200000000004,0.5874371376789851,0.5019762845849802,0
5456,303.1,312.6,1895,23.5,129,0,0,0,0,0,0,9.5,44532.5,0.4454123008109589,0.5098814229249012,1
5457,303.1,312.6,1567,32.9,132,0,0,0,0,0,0,9.5,51554.299999999996,0.5156440662369823,0.5217391304347826,1
5458,303.0,312.5,1602,33.7,135,0,0,0,0,0,0,9.5,53987.4,0.5399798360478654,0.5335968379446641,1
5459,303.1,312.6,1514,42.1,138,0,0,0,0,0,0,9.5,63739.4,0.6375189537149281,0.5454545454545454,0
5460,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,9.399999999999977,71342.3,0.7135628583202307,0.5533596837944664,0
5461,303.0,312.4,1526,36.1,142,0,0,0,0,0,0,9.399999999999977,55088.6,0.5509939948229853,0.5612648221343873,1
5462,302.9,312.3,1339,52.1,145,0,0,0,0,0,0,9.400000000000034,69761.90000000001,0.6977557601289853,0.5731225296442688,1
5463,302.9,312.3,1889,22.8,148,0,0,0,0,0,0,9.400000000000034,43069.200000000004,0.43077643218070744,0.5849802371541502,0
5464,302.9,312.4,1561,34.8,150,0,0,0,0,0,0,9.5,54322.799999999996,0.5433344935607378,0.5928853754940712,0
5465,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,9.5,54912.9,0.5492366503834751,0.6007905138339921,1
5466,302.9,312.4,1424,49.5,155,0,0,0,0,0,0,9.5,70488.0,0.7050181835639785,0.6126482213438735,0
5467,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,9.400000000000034,63742.200000000004,0.637546959204004,0.6205533596837944,1
5468,302.9,312.4,1383,51.4,160,0,0,0,0,0,0,9.5,71086.2,0.711001356265828,0.6324110671936759,0
5469,302.8,312.3,1764,29.9,162,0,0,0,0,0,0,9.5,52743.6,0.5275393977219535,0.6403162055335968,0
5470,302.7,312.2,1439,42.5,164,0,0,0,0,0,0,9.5,61157.5,0.611694892198871,0.6482213438735178,1
5471,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,9.5,56267.5,0.5627853059199602,0.6600790513833992,1
5472,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,9.600000000000023,82375.2,0.8239134870434605,0.6719367588932806,0
5473,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,9.5,80110.8,0.801265047949398,0.6798418972332015,0
5474,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,9.5,70914.2,0.7092810190797395,0.6877470355731226,0
5475,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,9.400000000000034,64628.2,0.6464086961044364,0.6956521739130435,1
5476,302.7,312.2,1336,46.8,179,0,0,0,0,0,0,9.5,62524.799999999996,0.6253705726322358,0.7075098814229249,0
5477,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,9.5,60690.0,0.6070189757192409,0.7154150197628458,1
5478,302.7,312.1,1763,26.5,184,0,0,0,0,0,0,9.400000000000034,46719.5,0.46728658817128155,0.7272727272727273,0
5479,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,9.5,54935.100000000006,0.5494586939040051,0.7351778656126482,0
5480,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,9.400000000000034,50204.4,0.5021424199143032,0.7430830039525692,1
5481,302.7,312.1,1478,36.0,191,0,0,0,0,0,0,9.400000000000034,53208.0,0.5321843081243923,0.7549407114624506,2
5482,302.6,312.0,1781,28.5,196,0,0,0,0,0,0,9.399999999999977,50758.5,0.5076845061632079,0.7747035573122529,0
5483,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,9.5,47757.6,0.4776696232461562,0.782608695652174,0
5484,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,9.5,43800.0,0.43808586482950657,0.7905138339920948,1
5485,302.5,312.0,1826,25.3,203,0,0,0,0,0,0,9.5,46197.8,0.462068565438826,0.8023715415019763,1
5486,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,9.5,68544.0,0.685574372577025,0.8142292490118577,0
5487,302.6,312.2,1520,43.0,208,0,0,0,0,0,0,9.599999999999966,65360.0,0.6537281307136198,0.8221343873517787,0
5488,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,9.5,64278.899999999994,0.642915011342223,0.8300395256916996,1
5489,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,9.5,75545.0,0.7555980972270564,0.841897233201581,0
5490,302.6,312.1,1499,35.0,215,0,0,0,0,0,1,9.5,52465.0,0.5247528515589055,0.849802371541502,0
5491,302.6,312.1,1288,68.5,0,1,0,0,1,0,0,9.5,88228.0,0.8824529607803129,0.0,0
5492,302.7,312.2,1350,58.6,2,0,0,0,0,0,0,9.5,79110.0,0.7912550859968553,0.007905138339920948,1
5493,302.9,312.4,1334,50.9,5,0,0,0,0,0,0,9.5,67900.59999999999,0.679139111265808,0.019762845849802372,1
5494,302.8,312.4,1376,57.1,8,0,0,0,0,0,0,9.599999999999966,78569.6,0.7858500266052146,0.03162055335968379,0
5495,302.8,312.4,1368,49.5,10,0,0,0,0,0,0,9.599999999999966,67716.0,0.6772927493788782,0.039525691699604744,0
5496,302.9,312.5,1357,55.0,12,0,0,0,0,0,1,9.600000000000023,74635.0,0.7464963132774023,0.04743083003952569,2
5497,302.9,312.5,1924,24.0,17,0,0,0,0,0,0,9.600000000000023,46176.0,0.46185052270244964,0.06719367588932806,1
5498,302.9,312.5,1551,40.0,20,0,0,0,0,0,0,9.600000000000023,62040.0,0.6205216222379586,0.07905138339920949,1
5499,302.9,312.5,1903,21.2,23,0,0,0,0,0,0,9.600000000000023,40343.6,0.4035150889574356,0.09090909090909091,1
5500,302.9,312.3,1417,48.7,26,0,0,0,0,0,0,9.400000000000034,69007.90000000001,0.6902142819992719,0.10276679841897234,2
5501,302.7,312.1,1601,35.2,31,0,0,0,0,0,0,9.400000000000034,56355.200000000004,0.5636624778456577,0.1225296442687747,0
5502,302.7,312.1,1543,37.5,33,0,0,0,0,0,0,9.400000000000034,57862.5,0.5787384327328156,0.13043478260869565,0
5503,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,9.5,75259.7,0.7527445379294341,0.1383399209486166,0
5504,302.6,312.0,1657,29.3,37,0,0,0,0,0,0,9.399999999999977,48550.1,0.4855961768506627,0.14624505928853754,2
5505,302.8,312.2,1458,51.0,42,0,0,0,0,0,0,9.399999999999977,74358.0,0.7437257702509691,0.16600790513833993,0
5506,302.8,312.2,1746,27.4,44,0,0,0,0,0,0,9.399999999999977,47840.399999999994,0.47849778556597083,0.17391304347826086,0
5507,302.9,312.2,1677,30.5,46,0,0,0,0,0,0,9.300000000000011,51148.5,0.5115852707130597,0.18181818181818182,0
5508,302.8,312.1,1520,39.9,48,0,0,0,0,0,0,9.300000000000011,60648.0,0.606598893383103,0.18972332015810275,0
5509,302.9,312.2,1367,55.1,50,0,0,0,0,0,0,9.300000000000011,75321.7,0.7533646594732567,0.1976284584980237,0
5510,302.8,312.2,1509,36.5,52,0,0,0,0,0,1,9.399999999999977,55078.5,0.5508929750231045,0.20553359683794467,0
5511,302.8,312.1,1418,51.4,54,0,0,0,0,0,0,9.300000000000011,72885.2,0.7289948829970674,0.2134387351778656,0
5512,302.8,312.1,1958,20.3,56,0,0,0,0,0,0,9.300000000000011,39747.4,0.39755192017635455,0.22134387351778656,0
5513,302.8,312.2,1682,30.9,58,0,0,0,0,0,0,9.399999999999977,51973.799999999996,0.5198398886181691,0.22924901185770752,0
5514,302.8,312.2,1452,50.3,60,0,0,0,0,0,0,9.399999999999977,73035.59999999999,0.7304991778388563,0.23715415019762845,1
5515,302.7,312.0,1828,24.0,63,0,0,0,0,0,0,9.300000000000011,43872.0,0.4388060059771715,0.2490118577075099,0
5516,302.7,312.0,1484,41.5,65,0,0,0,0,0,0,9.300000000000011,61586.0,0.6159807322235158,0.25691699604743085,2
5517,302.6,312.0,1674,32.2,70,0,0,0,0,0,0,9.399999999999977,53902.8,0.5391336701993591,0.2766798418972332,0
5518,302.6,311.9,1448,49.5,72,0,0,0,0,0,0,9.299999999999955,71676.0,0.7169005125004501,0.2845849802371542,0
5519,302.5,311.8,2023,19.1,74,0,0,0,0,0,0,9.300000000000011,38639.3,0.3864687478745834,0.2924901185770751,1
5520,302.5,311.9,1452,47.4,77,0,0,0,0,0,0,9.399999999999977,68824.8,0.6883829230529184,0.30434782608695654,0
5521,302.6,312.0,1496,45.0,79,0,0,0,0,0,0,9.399999999999977,67320.0,0.673331973066721,0.31225296442687744,1
5522,302.6,311.9,1397,46.9,82,0,0,0,0,0,0,9.299999999999955,65519.299999999996,0.6553214430028285,0.3241106719367589,0
5523,302.6,311.9,1453,39.1,84,0,0,0,0,0,0,9.299999999999955,56812.3,0.5682343739372917,0.33201581027667987,0
5524,302.5,311.9,1524,34.8,86,0,0,0,0,0,0,9.399999999999977,53035.2,0.5304559693699964,0.33992094861660077,1
5525,302.6,311.9,1633,30.9,89,0,0,0,0,0,0,9.299999999999955,50459.7,0.5046959204003985,0.35177865612648224,0
5526,302.6,312.0,1363,45.7,91,0,0,0,0,0,0,9.399999999999977,62289.100000000006,0.6230131105696717,0.35968379446640314,1
5527,302.5,311.9,1520,44.9,94,0,0,0,0,0,0,9.399999999999977,68248.0,0.6826137923032913,0.3715415019762846,0
5528,302.5,311.9,1532,38.8,96,0,0,0,0,0,0,9.399999999999977,59441.6,0.5945325283755616,0.3794466403162055,1
5529,302.4,311.8,1384,50.9,99,0,0,0,0,0,0,9.400000000000034,70445.59999999999,0.7045941004436869,0.391304347826087,0
5530,302.4,311.8,1539,39.9,101,0,0,0,0,0,0,9.400000000000034,61406.1,0.6141813795503918,0.39920948616600793,1
